prompt,urls
a living room with a brown couch by a big window,http://images.cocodataset.org/train2017/000000100848.jpg
A suitcase sitting on a bench in front of a bed.,http://images.cocodataset.org/train2017/000000560332.jpg
A blue and orange bus on street next to buildings.,http://images.cocodataset.org/train2017/000000387082.jpg
an image of a man that is on the tennis court,http://images.cocodataset.org/train2017/000000528714.jpg
A street going through a city with tall buildings.,http://images.cocodataset.org/train2017/000000061520.jpg
Two tall elephants standing behind a fenced in area,http://images.cocodataset.org/train2017/000000036481.jpg
Banana slices and peanut butter on a blue plate.,http://images.cocodataset.org/train2017/000000463555.jpg
The man wears a nice watch and a colorful tie and cufflinks to complete his dapper look.,http://images.cocodataset.org/train2017/000000392174.jpg
A container filled with different types of food.,http://images.cocodataset.org/train2017/000000054092.jpg
A kitchen area with a dining table and counter.,http://images.cocodataset.org/train2017/000000145199.jpg
A statue standing on a sidewalk while holding a black umbrella.,http://images.cocodataset.org/train2017/000000179199.jpg
A woman and a kid in a room.,http://images.cocodataset.org/train2017/000000394474.jpg
A person doing a trick on a snowboard off of a hill.,http://images.cocodataset.org/train2017/000000190689.jpg
Two people sitting on a couch eating chips.,http://images.cocodataset.org/train2017/000000534456.jpg
The airplane is on the runway with two young men standing by.,http://images.cocodataset.org/train2017/000000436456.jpg
A red bus driving past a group of passengers.,http://images.cocodataset.org/train2017/000000551199.jpg
A man sitting on a box on a walkway in a busy city.,http://images.cocodataset.org/train2017/000000109486.jpg
A banana leaning on a lemon that has its end sliced off in front of a spaghetti squash.,http://images.cocodataset.org/train2017/000000238989.jpg
A baseball player holding a bat while standing in a field.,http://images.cocodataset.org/train2017/000000191096.jpg
A boat traveling down a lake next to a shoreline.,http://images.cocodataset.org/train2017/000000002764.jpg
A silver train traveling past a train stations.,http://images.cocodataset.org/train2017/000000160394.jpg
A man pointing at some food on a trey.,http://images.cocodataset.org/train2017/000000262686.jpg
There are mountains in the background and a lake in the middle.,http://images.cocodataset.org/train2017/000000380932.jpg
A person that is on their phone doing something.,http://images.cocodataset.org/train2017/000000535689.jpg
"A parking lot with a car, three buses, and a semi.",http://images.cocodataset.org/train2017/000000171464.jpg
A very plain and dull bathroom that's in someone's house.,http://images.cocodataset.org/train2017/000000482297.jpg
Many jockies are riding horses down a beach.,http://images.cocodataset.org/train2017/000000307569.jpg
A dog jumping in the air catching a Frisbee in its mouth.,http://images.cocodataset.org/train2017/000000345380.jpg
a man that is jumping his skateboard on some concrete,http://images.cocodataset.org/train2017/000000360181.jpg
A modern bathroom with a spacious tub and shower,http://images.cocodataset.org/train2017/000000146999.jpg
A person is seen using a snowboard on the packed snow.,http://images.cocodataset.org/train2017/000000054277.jpg
A vase that has a flower inside of it.,http://images.cocodataset.org/train2017/000000343445.jpg
A group of men on a field playing baseball.,http://images.cocodataset.org/train2017/000000241551.jpg
There are two plates showing.  One has two hot dogs with all the trimmings and one has a potato wrapped in foil.,http://images.cocodataset.org/train2017/000000182511.jpg
Two horses standing behind fence with grassy leaves,http://images.cocodataset.org/train2017/000000185366.jpg
The man is playing a game of tennis on the court.,http://images.cocodataset.org/train2017/000000399968.jpg
A small toaster oven sitting on top of a wooden table.,http://images.cocodataset.org/train2017/000000349525.jpg
A white table topped with a pizza and a pan of food.,http://images.cocodataset.org/train2017/000000315631.jpg
A man presses a banana against his forehead while staring forward.,http://images.cocodataset.org/train2017/000000510080.jpg
a group of zebra stand in a grass field,http://images.cocodataset.org/train2017/000000093639.jpg
a man is crossing the street and there is a yellow traffic light,http://images.cocodataset.org/train2017/000000179346.jpg
An old brick building along side of a river,http://images.cocodataset.org/train2017/000000318415.jpg
A man is skiing and hiking in the snow.,http://images.cocodataset.org/train2017/000000331403.jpg
A man riding a snowboard on top of a snow covered slope.,http://images.cocodataset.org/train2017/000000303342.jpg
Two older women playing Wii very enthusiastically in a living room.,http://images.cocodataset.org/train2017/000000236516.jpg
A cat is sleeping on the arm of a couch.,http://images.cocodataset.org/train2017/000000226220.jpg
A person at a skatepark in mid air on a skate board,http://images.cocodataset.org/train2017/000000037325.jpg
A colorful kite sitting on top of a desert field.,http://images.cocodataset.org/train2017/000000572909.jpg
A large screen monitor on a desk hooked up to a laptop.,http://images.cocodataset.org/train2017/000000071563.jpg
A woman riding a biek down a sidewalk.,http://images.cocodataset.org/train2017/000000049371.jpg
A white toilet sitting next to a brown chair.,http://images.cocodataset.org/train2017/000000287320.jpg
A little boy wearing a white shirt and tie.,http://images.cocodataset.org/train2017/000000172718.jpg
A man sitting on a bench next to a star wars storm trooper.,http://images.cocodataset.org/train2017/000000112664.jpg
A surfer is on his board in the middle of an ocean spraying wave.,http://images.cocodataset.org/train2017/000000396693.jpg
A male tennis player serving the tennis ball.,http://images.cocodataset.org/train2017/000000560819.jpg
a couple of doughnuts sit next to a glass of milk,http://images.cocodataset.org/train2017/000000213525.jpg
"A lunch salad in a yellow bowl made out of fruit, vegetables, and meats with chopsticks.",http://images.cocodataset.org/train2017/000000323925.jpg
The dog is swimming in the lake on a sunny day.,http://images.cocodataset.org/train2017/000000145567.jpg
a small child holding on to his luggage,http://images.cocodataset.org/train2017/000000490178.jpg
A car driving through a tunnel under buildings,http://images.cocodataset.org/train2017/000000393266.jpg
A white and gray dog sits on a bed near a pile of rumpled sheets.,http://images.cocodataset.org/train2017/000000370423.jpg
A tray that has plates of waffles on it.,http://images.cocodataset.org/train2017/000000392048.jpg
"the dish is full of very colorful ingredients,",http://images.cocodataset.org/train2017/000000354019.jpg
A woman baking bread on top of a baking sheet.,http://images.cocodataset.org/train2017/000000306426.jpg
A person lying on a surfboard as others observe them.,http://images.cocodataset.org/train2017/000000524173.jpg
A man with an odd look taking a selfie.,http://images.cocodataset.org/train2017/000000418300.jpg
A person riding a snowboard across a snow covered slope.,http://images.cocodataset.org/train2017/000000259099.jpg
A street sign surrounded by a crowd of people.,http://images.cocodataset.org/train2017/000000263668.jpg
A girl in white shirt painting a black umbrella.,http://images.cocodataset.org/train2017/000000398992.jpg
A family flying a kite at the beach.,http://images.cocodataset.org/train2017/000000204324.jpg
There is a blue and yellow transit bus stopped to pick up passengers.,http://images.cocodataset.org/train2017/000000051167.jpg
A couple of people standing next to each other with food.,http://images.cocodataset.org/train2017/000000334915.jpg
The little girl poses with her dog for a photo.,http://images.cocodataset.org/train2017/000000425136.jpg
A person wrestles with an inside-out umbrella on a roof.,http://images.cocodataset.org/train2017/000000042069.jpg
an open laptop sitting on a wooden desk.,http://images.cocodataset.org/train2017/000000432258.jpg
a person riding a snowboard down a hill,http://images.cocodataset.org/train2017/000000083682.jpg
A fighter jet is flying through a clear sky.,http://images.cocodataset.org/train2017/000000255633.jpg
A street scene with a large truck driving by.,http://images.cocodataset.org/train2017/000000145873.jpg
A large crowd of motorcycle enthusiasts at a motorcycle event.,http://images.cocodataset.org/train2017/000000099425.jpg
"a living room with a brown coach, leading into dining room with big window.",http://images.cocodataset.org/train2017/000000143483.jpg
A pan full of food on top of a stove.,http://images.cocodataset.org/train2017/000000490286.jpg
A person sitting indian style on top of a bed.,http://images.cocodataset.org/train2017/000000047940.jpg
a bowl with some noodles inside of it,http://images.cocodataset.org/train2017/000000511572.jpg
A pizza covered in veggies on a white plate sitting on a table.,http://images.cocodataset.org/train2017/000000003192.jpg
A zebra walking in a grassy plains are with another animal in the background,http://images.cocodataset.org/train2017/000000313557.jpg
Three men all walking in the middle of the road .,http://images.cocodataset.org/train2017/000000191047.jpg
a computer desk with a computer and laptop on top,http://images.cocodataset.org/train2017/000000499842.jpg
A rusty fire hydrant sitting on a city sidewalk.,http://images.cocodataset.org/train2017/000000427956.jpg
A young man crouches on a moving skateboard.,http://images.cocodataset.org/train2017/000000409929.jpg
"Two trays hold fruit, vegetables, cheese and cookies.",http://images.cocodataset.org/train2017/000000011925.jpg
Woman in sunglasses preparing to take a bite of a sandwich.,http://images.cocodataset.org/train2017/000000113473.jpg
A parade on a street with several officers on motorcycles riding while confetti falls from the sky on them.,http://images.cocodataset.org/train2017/000000041128.jpg
A silver rusted looking fire hydrant sitting in the middle of a walkway.,http://images.cocodataset.org/train2017/000000186322.jpg
A large tower that has a weather vain at the top.,http://images.cocodataset.org/train2017/000000464033.jpg
A park bench has been crushed by something,http://images.cocodataset.org/train2017/000000533039.jpg
a silver vase and some silver leaves and a green plant,http://images.cocodataset.org/train2017/000000004079.jpg
A young man standing next to a race car with the red sox logo on it's hood.,http://images.cocodataset.org/train2017/000000408364.jpg
A silver motorcycle with many lights parked on the street.,http://images.cocodataset.org/train2017/000000355221.jpg
A group of zebras drinking water from a pond next to trees.,http://images.cocodataset.org/train2017/000000231942.jpg
A lot of wooden shelves filled with lots of clutter.,http://images.cocodataset.org/train2017/000000069750.jpg
A man bending down next to a bicycle.,http://images.cocodataset.org/train2017/000000309071.jpg
A man riding a board over the top of a wave.,http://images.cocodataset.org/train2017/000000009628.jpg
"A meal on an airplane of cereal, milk, and fruit.",http://images.cocodataset.org/train2017/000000324008.jpg
A crowd of people standing on a green field before a capital building.,http://images.cocodataset.org/train2017/000000050100.jpg
An old image of the Railway Station in toowoomba.,http://images.cocodataset.org/train2017/000000288633.jpg
A large red vase sitting in front of a building.,http://images.cocodataset.org/train2017/000000361172.jpg
"a bicycle sits on its stand in the middle of a grassy, wooded area",http://images.cocodataset.org/train2017/000000292819.jpg
A man with spiked hair looks at a laptop computer.,http://images.cocodataset.org/train2017/000000529139.jpg
A skateboard going down a street with cars.,http://images.cocodataset.org/train2017/000000498759.jpg
"As the horses graze, their friend the dog looks on.",http://images.cocodataset.org/train2017/000000335851.jpg
A price sign for broccoli is in front of some radishes.,http://images.cocodataset.org/train2017/000000448492.jpg
a blue and white passenger train coming to a stop,http://images.cocodataset.org/train2017/000000150893.jpg
An old fashioned stove top oven with pots sitting on top of it.,http://images.cocodataset.org/train2017/000000536369.jpg
There are police men standing and some are sitting on horses,http://images.cocodataset.org/train2017/000000447279.jpg
A bus loading and unloading passengers in front of a Pizza Hut,http://images.cocodataset.org/train2017/000000327919.jpg
An airplane flying in a blue sky with it's landing gear down.,http://images.cocodataset.org/train2017/000000085145.jpg
A living room filled with furniture both in the day and the night.,http://images.cocodataset.org/train2017/000000114341.jpg
"A stove top oven covered in plates, pots and a water pot.",http://images.cocodataset.org/train2017/000000505133.jpg
A metal juicer sitting on top of a table next to veggies.,http://images.cocodataset.org/train2017/000000386092.jpg
Several baskets filled with food sitting on a table.,http://images.cocodataset.org/train2017/000000517515.jpg
Three people posing for a picture in front of a cell phone case.,http://images.cocodataset.org/train2017/000000397433.jpg
A snowboarder in a colorful jacket racing down a slope.,http://images.cocodataset.org/train2017/000000541474.jpg
Large airplane flying below the clouds from underneath,http://images.cocodataset.org/train2017/000000403820.jpg
A bus turning a corner at an intersection.,http://images.cocodataset.org/train2017/000000175570.jpg
A dog that is laying down on a couch.,http://images.cocodataset.org/train2017/000000386500.jpg
A dog with his leash attached to a bench,http://images.cocodataset.org/train2017/000000217082.jpg
a skier and a snowboarder in front of a large house,http://images.cocodataset.org/train2017/000000041687.jpg
A zebra standing on the grass holding its head near the ground.,http://images.cocodataset.org/train2017/000000213023.jpg
A grey tabby kitten inside a black suit case.,http://images.cocodataset.org/train2017/000000571835.jpg
Colorful post notes are placed all over the bathroom and shower walls.,http://images.cocodataset.org/train2017/000000233112.jpg
"A table with teddy bears, sandwiches and other items.",http://images.cocodataset.org/train2017/000000468203.jpg
The green and beige double decker bus is parked beside a brick building.,http://images.cocodataset.org/train2017/000000504342.jpg
A painted sign of a blue bird in a tree in the woods.,http://images.cocodataset.org/train2017/000000139660.jpg
Three pots of flowers are placed on a window sill.,http://images.cocodataset.org/train2017/000000027935.jpg
Two young boys riding skis down the side of a snow covered slope.,http://images.cocodataset.org/train2017/000000145378.jpg
A helicopter flying through a light blue sky.,http://images.cocodataset.org/train2017/000000285068.jpg
A clock has four faces on each side of an information booth.,http://images.cocodataset.org/train2017/000000295728.jpg
A computer desk with a green mat sitting on top of it.,http://images.cocodataset.org/train2017/000000152751.jpg
A bed sitting on a hard wood floor.,http://images.cocodataset.org/train2017/000000019888.jpg
an Asian man standing by the back of a taxi cab in the city,http://images.cocodataset.org/train2017/000000385454.jpg
There is a train traveling down the tracks.,http://images.cocodataset.org/train2017/000000404071.jpg
A child standing in a room with a remote.,http://images.cocodataset.org/train2017/000000551107.jpg
Woman eating a hot dog standing in front of a fountain.,http://images.cocodataset.org/train2017/000000399759.jpg
A black bird sitting on top of a wooden fence.,http://images.cocodataset.org/train2017/000000372249.jpg
A white and black checkered floor in a kitchen.,http://images.cocodataset.org/train2017/000000300324.jpg
A pond with various birds and ducks swimming.,http://images.cocodataset.org/train2017/000000448278.jpg
A close up of black and white zebra stripes.,http://images.cocodataset.org/train2017/000000063403.jpg
a young man is about to throw a ball.,http://images.cocodataset.org/train2017/000000357916.jpg
A man stands out in the rain underneath an umbrella.,http://images.cocodataset.org/train2017/000000047004.jpg
"A close-up of a zebra's face, eating dry grass in a pen.",http://images.cocodataset.org/train2017/000000540564.jpg
The laptop is on the wooden desk near the man,http://images.cocodataset.org/train2017/000000228013.jpg
People are walking their horses along the beach.,http://images.cocodataset.org/train2017/000000573134.jpg
A gray cat on top of a fridge with some foodstuffs,http://images.cocodataset.org/train2017/000000155974.jpg
"A hot dog, with pickle and tomato topping, sits on a plate.",http://images.cocodataset.org/train2017/000000437923.jpg
A bird perched on top of a tree branch.,http://images.cocodataset.org/train2017/000000162503.jpg
A sign for a state fair is under a street sign.,http://images.cocodataset.org/train2017/000000029056.jpg
Many yellow and green lemons are stacked in baskets.,http://images.cocodataset.org/train2017/000000456931.jpg
Three giraffes and one zebra graze is in part of the grasslands,http://images.cocodataset.org/train2017/000000140691.jpg
A family of giraffes stand together beside a wood fence.,http://images.cocodataset.org/train2017/000000553081.jpg
The lights are on above the mirror of the bathroom sink.,http://images.cocodataset.org/train2017/000000472445.jpg
A horse rolling around on it's back in a green park.,http://images.cocodataset.org/train2017/000000336949.jpg
A man holding a white frisbee while standing on a field.,http://images.cocodataset.org/train2017/000000114352.jpg
A girl is skateboarding down the Hollywood walk of fame.,http://images.cocodataset.org/train2017/000000216228.jpg
a couple of people that are flying some kites,http://images.cocodataset.org/train2017/000000503569.jpg
a vase on top of a table with a weird looking flower in it.,http://images.cocodataset.org/train2017/000000430052.jpg
a bunch of veggies like broccoli and some onions,http://images.cocodataset.org/train2017/000000416641.jpg
Four adults riding on a boat that is homemade.,http://images.cocodataset.org/train2017/000000356622.jpg
A man holding a brown dog and a video camera.,http://images.cocodataset.org/train2017/000000008787.jpg
the elephants are  all next to each other under the tree,http://images.cocodataset.org/train2017/000000154173.jpg
a blond woman with a spoon and a blender,http://images.cocodataset.org/train2017/000000513600.jpg
A paper bowl filled with cake and a muffin next to a banana.,http://images.cocodataset.org/train2017/000000313337.jpg
Two giraffes looking in opposite directions and crossing necks.,http://images.cocodataset.org/train2017/000000246530.jpg
A pile of orange sitting inside of net bags.,http://images.cocodataset.org/train2017/000000383726.jpg
The cords of the computer and it's peripherals are jumbled up.,http://images.cocodataset.org/train2017/000000459428.jpg
A gray tiger cat sitting at a wooden table on a chair.,http://images.cocodataset.org/train2017/000000026942.jpg
Two cut up pizzas sitting on pizza pans on top of a stove.,http://images.cocodataset.org/train2017/000000251920.jpg
Clocks on a the tower of an old building.,http://images.cocodataset.org/train2017/000000322822.jpg
A woman holding a black umbrella as she stands behind a car.,http://images.cocodataset.org/train2017/000000265125.jpg
a woman hitting a tennis ball with her racket,http://images.cocodataset.org/train2017/000000153130.jpg
A bath tub sitting next to a sink in a bathroom.,http://images.cocodataset.org/train2017/000000129001.jpg
A white kitchen counter next to an oven.,http://images.cocodataset.org/train2017/000000569801.jpg
A pizza sitting on top of a white plate covered in cheese and sauce.,http://images.cocodataset.org/train2017/000000128059.jpg
a man surrounded by some snow covered trees,http://images.cocodataset.org/train2017/000000209602.jpg
These children are sleeping in the same bed.,http://images.cocodataset.org/train2017/000000100895.jpg
A living room with furniture and a lamp in a corner.,http://images.cocodataset.org/train2017/000000129739.jpg
A toilet room in the process of being renovated,http://images.cocodataset.org/train2017/000000126941.jpg
a white bus is on a city street,http://images.cocodataset.org/train2017/000000525542.jpg
There is a large amount of bananas hanging up.,http://images.cocodataset.org/train2017/000000349402.jpg
A man holding a suitcase in one hand and hat in the other,http://images.cocodataset.org/train2017/000000539738.jpg
Many people prefer a rare steak when eating out.,http://images.cocodataset.org/train2017/000000251531.jpg
A little girl laying on top of a bed on her stomach.,http://images.cocodataset.org/train2017/000000358502.jpg
A bunch of fresh carrots still covered with dirt in a basket.,http://images.cocodataset.org/train2017/000000143671.jpg
A crowd standing around a bed next to a building.,http://images.cocodataset.org/train2017/000000544611.jpg
A man standing outside of a building next to bicycles.,http://images.cocodataset.org/train2017/000000549386.jpg
Three women that are sitting on a bench.,http://images.cocodataset.org/train2017/000000293315.jpg
Snowboarders sit on a mountain slope in the snow.,http://images.cocodataset.org/train2017/000000348524.jpg
A group of young women getting food from a table.,http://images.cocodataset.org/train2017/000000328728.jpg
Skateboarder performing trick on side of ramp while his shirts off,http://images.cocodataset.org/train2017/000000099583.jpg
A cat looks tired while wearing a small plastic hat.,http://images.cocodataset.org/train2017/000000339738.jpg
An umpire and baseball players standing on the baseball field,http://images.cocodataset.org/train2017/000000470070.jpg
A tall wooden pole with two street signs hanging from it.,http://images.cocodataset.org/train2017/000000228415.jpg
A refrigerator that has a microwave above it in the kitchen.,http://images.cocodataset.org/train2017/000000409855.jpg
Little girl stands in the room looking at a cell phone,http://images.cocodataset.org/train2017/000000566756.jpg
A man is sitting in a bathtub cowering and naked.,http://images.cocodataset.org/train2017/000000121875.jpg
A man sits with his bike on the beach,http://images.cocodataset.org/train2017/000000145025.jpg
Two giraffe standing on a dirt road next to a jungle,http://images.cocodataset.org/train2017/000000567198.jpg
A couple of women sitting at a table next to drinks.,http://images.cocodataset.org/train2017/000000427245.jpg
Elephants stand together near a log in an enclosure.,http://images.cocodataset.org/train2017/000000292384.jpg
A man standing on a tennis court holding up a racquet.,http://images.cocodataset.org/train2017/000000239202.jpg
A light that is above a white sign.,http://images.cocodataset.org/train2017/000000208708.jpg
"The bathroom is small but clean and neat looking, with an immaculate black and white tub / shower.",http://images.cocodataset.org/train2017/000000474430.jpg
A fried and breaded sandwich is topped with preserves.,http://images.cocodataset.org/train2017/000000144486.jpg
A very long table filled with glasses in a dark room.,http://images.cocodataset.org/train2017/000000181249.jpg
The cat is looking through the window at  the animal eating the seed in the feeder.,http://images.cocodataset.org/train2017/000000126540.jpg
A boy does a skateboard trick in front of street art.,http://images.cocodataset.org/train2017/000000103697.jpg
a man sitting on a bench talking on his cell phone,http://images.cocodataset.org/train2017/000000422517.jpg
People are walking around at a technology convention.,http://images.cocodataset.org/train2017/000000326075.jpg
A plate that has different types of food on a table.,http://images.cocodataset.org/train2017/000000239808.jpg
A young boy and girl sitting and eating at a childs table with a dog nearby.,http://images.cocodataset.org/train2017/000000292463.jpg
A blue and yellow train coming to a stop at a station.,http://images.cocodataset.org/train2017/000000503939.jpg
A white toilet sitting next to a walk in shower.,http://images.cocodataset.org/train2017/000000239959.jpg
Two men sitting at a table with smiles on their faces.,http://images.cocodataset.org/train2017/000000063231.jpg
Three street signs located next to a brick building.,http://images.cocodataset.org/train2017/000000432647.jpg
a close up view of a pie with strussel toppings,http://images.cocodataset.org/train2017/000000214124.jpg
a large body of water with trees in the background,http://images.cocodataset.org/train2017/000000458240.jpg
That tub is usually one found in a nursing home.,http://images.cocodataset.org/train2017/000000430287.jpg
A bowl of food sitting on top of a white kitchen counter.,http://images.cocodataset.org/train2017/000000258266.jpg
a large giraffe is outside eating from a tree,http://images.cocodataset.org/train2017/000000571925.jpg
A skier bending down to gain momentum as she goes down the slope.,http://images.cocodataset.org/train2017/000000434662.jpg
A man wearing a white shirt and a flowery tie.,http://images.cocodataset.org/train2017/000000134807.jpg
A small boat unattended in a bay near a sailboat.,http://images.cocodataset.org/train2017/000000187235.jpg
a closeup of a slice of pizza covered with various ingredients,http://images.cocodataset.org/train2017/000000105689.jpg
A white bus sitting next to lots of buildings.,http://images.cocodataset.org/train2017/000000258291.jpg
A young man with a goatee talking on a cell phone,http://images.cocodataset.org/train2017/000000285451.jpg
A white tanker truck driving down a street next to a bus.,http://images.cocodataset.org/train2017/000000038180.jpg
A pizza sitting inside of a cardboard box covered in toppings.,http://images.cocodataset.org/train2017/000000468457.jpg
A fire hydrant that is spewing water in the middle of a city.,http://images.cocodataset.org/train2017/000000173125.jpg
An empty train station with a train parked in waiting.,http://images.cocodataset.org/train2017/000000496765.jpg
A kitchen with a white stove and oven.,http://images.cocodataset.org/train2017/000000283190.jpg
A man with a red neck tie and a gray jacket.,http://images.cocodataset.org/train2017/000000363403.jpg
A woman on a cell phone on a street.,http://images.cocodataset.org/train2017/000000468751.jpg
China Airlines plain on the ground at an airport with baggage cars nearby.,http://images.cocodataset.org/train2017/000000488278.jpg
A plate of carrots and cranberry sauce are the focal points on this table.,http://images.cocodataset.org/train2017/000000431464.jpg
Two children who are sitting next to each other naked.,http://images.cocodataset.org/train2017/000000039743.jpg
A group of skiers adjusts their gear during a heavy snow.,http://images.cocodataset.org/train2017/000000422622.jpg
a man in a uniform checking out the wreckage of a bus crash,http://images.cocodataset.org/train2017/000000245818.jpg
A person holding a phone and a lcd screen dial.,http://images.cocodataset.org/train2017/000000397613.jpg
an image of a man sitting in front of desert at a restaurant,http://images.cocodataset.org/train2017/000000425964.jpg
A giraffe walking in a grassy area next to trees.,http://images.cocodataset.org/train2017/000000110759.jpg
A woman smiling with a cell phone in her hand.,http://images.cocodataset.org/train2017/000000030034.jpg
A New York Yankees player swings at a pitch,http://images.cocodataset.org/train2017/000000084735.jpg
A couple of young men standing next to each other.,http://images.cocodataset.org/train2017/000000020781.jpg
A cute orange cat sitting on top of a structure.,http://images.cocodataset.org/train2017/000000271680.jpg
A picture of two different types of pizzas on separate pans.,http://images.cocodataset.org/train2017/000000556478.jpg
A small brown hamster eating a piece of broccoli.,http://images.cocodataset.org/train2017/000000519446.jpg
Someone going down a hill on ski's .,http://images.cocodataset.org/train2017/000000192944.jpg
A dark picture of a toilet with a small roll of toilet paper on the back of the tank.,http://images.cocodataset.org/train2017/000000507879.jpg
The teddy bear looks like it is going to drink the beer.,http://images.cocodataset.org/train2017/000000287387.jpg
A tennis player with a racket at the court,http://images.cocodataset.org/train2017/000000502982.jpg
A toilet with a light blue cover next to a shower.,http://images.cocodataset.org/train2017/000000257660.jpg
The clock on the corner of the sidewalk reads 4:38.,http://images.cocodataset.org/train2017/000000002529.jpg
